ParentLocation,Location,Year,Sex,Cause,CauseCode,Average Estimated Number of Deaths,Lower Estimated Number of Death,Higher Estimated Number of Death,Date,Time
Europe,Sweden,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Sweden,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Europe,Sweden,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Eswatini,2019,Male,Ischaemic heart disease,ENVCAUSE113,104.3,56.4,153.2,25/08/2022,16:00:00
Africa,Eswatini,2019,Female,Lower respiratory infections,ENVCAUSE039,123.3,70.9,168.5,25/08/2022,16:00:00
Africa,Eswatini,2019,Both sexes,Stroke,ENVCAUSE114,171.4,74.9,308.7,25/08/2022,16:00:00
Africa,Eswatini,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,184.2,100.6,269.0,25/08/2022,16:00:00
Africa,Eswatini,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,2.6,1.6,3.4,25/08/2022,16:00:00
Africa,Eswatini,2019,Male,Lower respiratory infections,ENVCAUSE039,211.7,118.8,291.6,25/08/2022,16:00:00
Africa,Eswatini,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,29.8,15.0,54.4,25/08/2022,16:00:00
Africa,Eswatini,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,3.5,2.0,4.8,25/08/2022,16:00:00
Africa,Eswatini,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,335.0,190.2,460.4,25/08/2022,16:00:00
Africa,Eswatini,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,6.1,3.6,8.2,25/08/2022,16:00:00
Africa,Eswatini,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,60.3,27.7,115.8,25/08/2022,16:00:00
Africa,Eswatini,2019,Female,Ischaemic heart disease,ENVCAUSE113,79.9,44.0,116.3,25/08/2022,16:00:00
Africa,Eswatini,2019,Male,Stroke,ENVCAUSE114,82.4,35.0,149.5,25/08/2022,16:00:00
Africa,Eswatini,2019,Female,Stroke,ENVCAUSE114,89.1,39.7,158.2,25/08/2022,16:00:00
Africa,Eswatini,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,90.2,43.3,170.5,25/08/2022,16:00:00
Africa,Seychelles,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Both sexes,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Female,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Africa,Seychelles,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,102.8,0.0,484.6,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Female,Stroke,ENVCAUSE114,127.7,0.0,656.3,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,159.2,0.0,722.9,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Both sexes,Stroke,ENVCAUSE114,221.1,0.0,1136.0,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,33.3,0.0,154.5,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,41.2,0.0,207.7,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,42.3,0.0,205.1,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Male,Ischaemic heart disease,ENVCAUSE113,456.7,0.0,2386.0,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Female,Ischaemic heart disease,ENVCAUSE113,485.7,0.0,2524.0,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,69.6,0.0,327.9,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Female,Lower respiratory infections,ENVCAUSE039,78.0,0.0,352.8,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Male,Lower respiratory infections,ENVCAUSE039,81.2,0.0,370.9,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,83.6,0.0,412.8,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Male,Stroke,ENVCAUSE114,93.5,0.0,488.5,25/08/2022,16:00:00
Eastern Mediterranean,Syrian Arab Republic,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,942.4,0.0,4910.0,25/08/2022,16:00:00
Africa,Chad,2019,Female,Stroke,ENVCAUSE114,1059.0,681.6,1546.0,25/08/2022,16:00:00
Africa,Chad,2019,Male,Ischaemic heart disease,ENVCAUSE113,1109.0,886.7,1338.0,25/08/2022,16:00:00
Africa,Chad,2019,Female,Ischaemic heart disease,ENVCAUSE113,1114.0,909.8,1338.0,25/08/2022,16:00:00
Africa,Chad,2019,Both sexes,Stroke,ENVCAUSE114,2002.0,1278.0,2970.0,25/08/2022,16:00:00
Africa,Chad,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,2223.0,1792.0,2673.0,25/08/2022,16:00:00
Africa,Chad,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,23.5,20.5,26.2,25/08/2022,16:00:00
Africa,Chad,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,30.5,25.7,34.8,25/08/2022,16:00:00
Africa,Chad,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,300.5,212.6,448.1,25/08/2022,16:00:00
Africa,Chad,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,413.0,273.6,645.8,25/08/2022,16:00:00
Africa,Chad,2019,Female,Lower respiratory infections,ENVCAUSE039,4139.0,3299.0,4812.0,25/08/2022,16:00:00
Africa,Chad,2019,Male,Lower respiratory infections,ENVCAUSE039,4996.0,3946.0,5835.0,25/08/2022,16:00:00
Africa,Chad,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,54.0,46.3,61.0,25/08/2022,16:00:00
Africa,Chad,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,713.6,487.5,1094.0,25/08/2022,16:00:00
Africa,Chad,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,9135.0,7247.0,10646.0,25/08/2022,16:00:00
Africa,Chad,2019,Male,Stroke,ENVCAUSE114,942.6,587.8,1426.0,25/08/2022,16:00:00
Africa,Togo,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,12.0,10.3,13.4,25/08/2022,16:00:00
Africa,Togo,2019,Female,Lower respiratory infections,ENVCAUSE039,1161.0,920.5,1347.0,25/08/2022,16:00:00
Africa,Togo,2019,Both sexes,Stroke,ENVCAUSE114,1202.0,769.5,1803.0,25/08/2022,16:00:00
Africa,Togo,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,156.1,110.4,232.8,25/08/2022,16:00:00
Africa,Togo,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,1596.0,1294.0,1935.0,25/08/2022,16:00:00
Africa,Togo,2019,Male,Lower respiratory infections,ENVCAUSE039,1680.0,1315.0,1967.0,25/08/2022,16:00:00
Africa,Togo,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,251.9,166.5,392.7,25/08/2022,16:00:00
Africa,Togo,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,28.0,23.3,32.2,25/08/2022,16:00:00
Africa,Togo,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,2841.0,2239.0,3317.0,25/08/2022,16:00:00
Africa,Togo,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,40.0,33.7,45.5,25/08/2022,16:00:00
Africa,Togo,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,408.0,277.7,625.8,25/08/2022,16:00:00
Africa,Togo,2019,Female,Stroke,ENVCAUSE114,571.4,369.9,841.7,25/08/2022,16:00:00
Africa,Togo,2019,Male,Stroke,ENVCAUSE114,630.3,396.8,962.2,25/08/2022,16:00:00
Africa,Togo,2019,Female,Ischaemic heart disease,ENVCAUSE113,681.2,556.4,821.5,25/08/2022,16:00:00
Africa,Togo,2019,Male,Ischaemic heart disease,ENVCAUSE113,915.0,736.6,1114.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,1119.0,356.5,2638.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,1472.0,550.7,2518.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,1997.0,601.9,4741.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,2206.0,792.1,3901.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Male,Stroke,ENVCAUSE114,2331.0,653.7,5236.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Female,Stroke,ENVCAUSE114,2375.0,688.9,5177.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Female,Ischaemic heart disease,ENVCAUSE113,2665.0,913.7,4823.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Female,Lower respiratory infections,ENVCAUSE039,2775.0,1028.0,4841.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Male,Ischaemic heart disease,ENVCAUSE113,2836.0,960.7,5198.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Male,Lower respiratory infections,ENVCAUSE039,3059.0,1113.0,5432.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,3116.0,951.0,7272.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,3678.0,1344.0,6424.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Both sexes,Stroke,ENVCAUSE114,4706.0,1338.0,10440.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,5501.0,1873.0,10013.0,25/08/2022,16:00:00
South-East Asia,Thailand,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,5834.0,2150.0,10266.0,25/08/2022,16:00:00
Europe,Tajikistan,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,1396.0,437.0,2652.0,25/08/2022,16:00:00
Europe,Tajikistan,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,15.3,5.2,28.1,25/08/2022,16:00:00
Europe,Tajikistan,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,151.3,35.3,381.6,25/08/2022,16:00:00
Europe,Tajikistan,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,20.8,6.8,39.3,25/08/2022,16:00:00
Europe,Tajikistan,2019,Female,Lower respiratory infections,ENVCAUSE039,221.6,74.5,410.1,25/08/2022,16:00:00
Europe,Tajikistan,2019,Male,Stroke,ENVCAUSE114,245.3,57.0,592.4,25/08/2022,16:00:00
Europe,Tajikistan,2019,Female,Stroke,ENVCAUSE114,263.6,63.0,627.6,25/08/2022,16:00:00
Europe,Tajikistan,2019,Male,Lower respiratory infections,ENVCAUSE039,264.9,88.5,492.3,25/08/2022,16:00:00
Europe,Tajikistan,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,36.1,12.0,67.3,25/08/2022,16:00:00
Europe,Tajikistan,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,486.5,163.3,902.4,25/08/2022,16:00:00
Europe,Tajikistan,2019,Both sexes,Stroke,ENVCAUSE114,508.9,120.1,1219.0,25/08/2022,16:00:00
Europe,Tajikistan,2019,Female,Ischaemic heart disease,ENVCAUSE113,664.6,207.8,1257.0,25/08/2022,16:00:00
Europe,Tajikistan,2019,Male,Ischaemic heart disease,ENVCAUSE113,731.9,229.2,1395.0,25/08/2022,16:00:00
Europe,Tajikistan,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,74.7,16.5,188.0,25/08/2022,16:00:00
Europe,Tajikistan,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,76.6,18.7,193.4,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.6,0.0,4.3,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.9,0.0,5.7,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.9,0.0,5.9,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,1.4,0.0,10.0,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,1.7,0.0,11.7,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Both sexes,Stroke,ENVCAUSE114,14.8,0.0,102.9,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Male,Ischaemic heart disease,ENVCAUSE113,19.7,0.0,140.4,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,2.0,0.0,14.4,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Female,Lower respiratory infections,ENVCAUSE039,3.0,0.0,23.0,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Female,Ischaemic heart disease,ENVCAUSE113,20.0,0.0,139.9,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,39.8,0.0,280.4,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Male,Lower respiratory infections,ENVCAUSE039,4.1,0.0,31.7,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Male,Stroke,ENVCAUSE114,7.1,0.0,49.3,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,7.1,0.0,54.6,25/08/2022,16:00:00
Europe,Turkmenistan,2019,Female,Stroke,ENVCAUSE114,7.7,0.0,53.3,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,132.7,85.8,210.7,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Male,Stroke,ENVCAUSE114,134.5,81.0,209.6,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Female,Ischaemic heart disease,ENVCAUSE113,147.5,117.3,181.5,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Male,Ischaemic heart disease,ENVCAUSE113,151.4,117.8,188.4,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Female,Lower respiratory infections,ENVCAUSE039,158.0,124.3,186.2,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,16.4,13.7,18.8,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Female,Stroke,ENVCAUSE114,164.1,101.4,246.1,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Male,Lower respiratory infections,ENVCAUSE039,167.3,130.9,198.2,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,26.3,21.0,31.1,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Both sexes,Stroke,ENVCAUSE114,298.6,181.9,455.2,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,298.9,235.4,369.8,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,325.3,255.5,384.5,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,42.7,34.7,49.9,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,53.1,36.2,82.4,25/08/2022,16:00:00
South-East Asia,Timor-Leste,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,79.6,49.9,128.7,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.8,0.3,1.4,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,1.1,0.3,2.6,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Male,Stroke,ENVCAUSE114,1.9,0.5,4.3,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,2.0,0.7,3.8,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Female,Stroke,ENVCAUSE114,2.3,0.7,5.3,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Female,Lower respiratory infections,ENVCAUSE039,2.5,0.9,4.6,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,2.5,0.7,6.2,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Male,Lower respiratory infections,ENVCAUSE039,2.7,1.0,5.1,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,2.8,0.9,5.2,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Female,Ischaemic heart disease,ENVCAUSE113,3.0,1.0,5.4,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,3.5,1.0,8.8,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Both sexes,Stroke,ENVCAUSE114,4.2,1.2,9.5,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,5.2,1.8,9.7,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Male,Ischaemic heart disease,ENVCAUSE113,5.6,1.9,10.2,25/08/2022,16:00:00
Western Pacific,Tonga,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,8.6,2.9,15.5,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Both sexes,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Female,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Female,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Female,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Male,Lower respiratory infections,ENVCAUSE039,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Male,Ischaemic heart disease,ENVCAUSE113,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Male,Stroke,ENVCAUSE114,0.0,0.0,0.0,25/08/2022,16:00:00
Americas,Trinidad and Tobago,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,0.0,0.0,0.0,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,1.5,0.0,9.3,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,101.2,0.0,629.8,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,11.8,0.0,74.1,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,13.3,0.0,83.3,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,13.5,0.0,82.5,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Male,Stroke,ENVCAUSE114,15.7,0.0,100.6,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,17.0,0.0,98.1,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Female,Stroke,ENVCAUSE114,20.5,0.0,130.2,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Both sexes,Stroke,ENVCAUSE114,36.2,0.0,230.2,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Female,Ischaemic heart disease,ENVCAUSE113,48.2,0.0,301.8,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,5.9,0.0,35.6,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Male,Ischaemic heart disease,ENVCAUSE113,53.0,0.0,328.4,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,7.6,0.0,45.9,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Female,Lower respiratory infections,ENVCAUSE039,8.4,0.0,48.9,25/08/2022,16:00:00
Eastern Mediterranean,Tunisia,2019,Male,Lower respiratory infections,ENVCAUSE039,8.6,0.0,49.2,25/08/2022,16:00:00
Europe,Turkey,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,1012.0,123.0,2634.0,25/08/2022,16:00:00
Europe,Turkey,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,1034.0,112.1,3212.0,25/08/2022,16:00:00
Europe,Turkey,2019,Both sexes,Stroke,ENVCAUSE114,1109.0,124.7,3231.0,25/08/2022,16:00:00
Europe,Turkey,2019,Male,Ischaemic heart disease,ENVCAUSE113,1175.0,138.8,2971.0,25/08/2022,16:00:00
Europe,Turkey,2019,Both sexes,"Trachea, bronchus, lung cancers",ENVCAUSE068,1252.0,152.8,3250.0,25/08/2022,16:00:00
Europe,Turkey,2019,Female,Ischaemic heart disease,ENVCAUSE113,1412.0,166.7,3570.0,25/08/2022,16:00:00
Europe,Turkey,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,240.1,29.8,613.7,25/08/2022,16:00:00
Europe,Turkey,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,2587.0,305.5,6523.0,25/08/2022,16:00:00
Europe,Turkey,2019,Male,Lower respiratory infections,ENVCAUSE039,303.7,40.4,770.3,25/08/2022,16:00:00
Europe,Turkey,2019,Male,Stroke,ENVCAUSE114,392.1,43.5,1161.0,25/08/2022,16:00:00
Europe,Turkey,2019,Female,Lower respiratory infections,ENVCAUSE039,392.6,53.4,990.5,25/08/2022,16:00:00
Europe,Turkey,2019,Female,Chronic obstructive pulmonary disease,ENVCAUSE118,485.9,52.9,1484.0,25/08/2022,16:00:00
Europe,Turkey,2019,Male,Chronic obstructive pulmonary disease,ENVCAUSE118,548.1,57.6,1731.0,25/08/2022,16:00:00
Europe,Turkey,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,696.3,93.8,1749.0,25/08/2022,16:00:00
Europe,Turkey,2019,Female,Stroke,ENVCAUSE114,717.4,80.8,2126.0,25/08/2022,16:00:00
Africa,United Republic of Tanzania,2019,Both sexes,Lower respiratory infections,ENVCAUSE039,12443.0,9900.0,14366.0,25/08/2022,16:00:00
Africa,United Republic of Tanzania,2019,Both sexes,Chronic obstructive pulmonary disease,ENVCAUSE118,1556.0,1066.0,2374.0,25/08/2022,16:00:00
Africa,United Republic of Tanzania,2019,Female,Ischaemic heart disease,ENVCAUSE113,2175.0,1804.0,2623.0,25/08/2022,16:00:00
Africa,United Republic of Tanzania,2019,Male,Stroke,ENVCAUSE114,2534.0,1598.0,3813.0,25/08/2022,16:00:00
Africa,United Republic of Tanzania,2019,Male,Ischaemic heart disease,ENVCAUSE113,3071.0,2494.0,3716.0,25/08/2022,16:00:00
Africa,United Republic of Tanzania,2019,Female,"Trachea, bronchus, lung cancers",ENVCAUSE068,32.1,27.9,35.5,25/08/2022,16:00:00
Africa,United Republic of Tanzania,2019,Female,Stroke,ENVCAUSE114,3461.0,2257.0,5043.0,25/08/2022,16:00:00
Africa,United Republic of Tanzania,2019,Male,"Trachea, bronchus, lung cancers",ENVCAUSE068,52.8,44.1,59.9,25/08/2022,16:00:00
Africa,United Republic of Tanzania,2019,Both sexes,Ischaemic heart disease,ENVCAUSE113,5245.0,4303.0,6334.0,25/08/2022,16:00:00
Africa,United Republic of Tanzania,2019,Female,Lower respiratory infections,ENVCAUSE039,5933.0,4750.0,6835.0,25/08/2022,16:00:00
